loss,lr
0.3939971474468155,0.0010000000474974513
0.09523271083894665,0.0010000000474974513
0.06826376461216677,0.0010000000474974513
0.062177453437829655,0.0010000000474974513
0.05873577994339534,0.0010000000474974513
0.055532868168054424,0.0010000000474974513
0.05419059774544594,0.0010000000474974513
0.05067730700281718,0.0010000000474974513
0.04797601106690709,0.0010000000474974513
0.04604530041047303,0.0010000000474974513
0.04501116349667666,0.0010000000474974513
0.04413141057201126,0.0010000000474974513
0.04116568708518307,0.0010000000474974513
0.041273058631866456,0.0010000000474974513
0.03854994392202197,0.0010000000474974513
0.03766068066247431,0.0010000000474974513
0.03501175997844188,0.0010000000474974513
0.03518883999947804,0.0010000000474974513
0.03138476976179447,0.0010000000474974513
0.0313625465638873,0.0010000000474974513
0.029524147858971173,0.0010000000474974513
0.028725323323485437,0.0010000000474974513
0.026541352046724937,0.0010000000474974513
0.024079263836445375,0.0010000000474974513
0.024686929299424683,0.0010000000474974513
0.023244582387432832,0.0010000000474974513
0.022118549347762185,0.0010000000474974513
0.021329616097103217,0.0010000000474974513
0.02165951941973361,0.0010000000474974513
0.020393255217919678,0.0010000000474974513
0.01932865505160659,0.0010000000474974513
0.01903919882105972,0.0010000000474974513
0.017251971485714227,0.0010000000474974513
0.017185345151273398,0.0010000000474974513
0.017589725194084874,0.0010000000474974513
0.01786795580896942,0.0010000000474974513
0.017047355088143448,0.0010000000474974513
0.016487807023656754,0.0010000000474974513
0.015346322037205267,0.0010000000474974513
0.015402242202695074,0.0010000000474974513
0.016364834637784636,0.0010000000474974513
0.013965551525486689,0.0010000000474974513
0.01470159812579495,0.0010000000474974513
0.015909446202227374,0.0010000000474974513
0.014662929023681309,0.0010000000474974513
0.014576097251734813,0.0010000000474974513
0.012994984292307034,0.0005000000237487257
0.012002707942439343,0.0005000000237487257
0.01212320080023955,0.0005000000237487257
0.011921645415955274,0.0005000000237487257
0.012051690191202103,0.0005000000237487257
0.011766637688358823,0.0005000000237487257
0.011804751797375493,0.0005000000237487257
0.011749324586479372,0.0005000000237487257
0.011735218707548225,0.0005000000237487257
0.011237884866217247,0.0005000000237487257
0.010875622763287277,0.0005000000237487257
0.01112801467689607,0.0005000000237487257
0.010716914187462312,0.0005000000237487257
0.010538929913322835,0.0005000000237487257
0.01103386973911346,0.0005000000237487257
0.010994167444412643,0.0005000000237487257
0.01104432641267829,0.0005000000237487257
0.011169637482452694,0.0005000000237487257
0.009913737399463553,0.0002500000118743628
0.009654992240103286,0.0002500000118743628
0.009544366857758313,0.0002500000118743628
0.009527840974184085,0.0002500000118743628
0.009763209857834203,0.0002500000118743628
0.009798132505035837,0.0002500000118743628
0.00974414391672945,0.0002500000118743628
0.009222538265509792,0.0001250000059371814
0.009087842949919269,0.0001250000059371814
0.009209145661694815,0.0001250000059371814
0.009019687953223124,0.0001250000059371814
0.00912405901607862,0.0001250000059371814
0.009001717578552093,0.0001250000059371814
0.008882603819912792,9.999999747378752e-05
0.008931351160721215,9.999999747378752e-05
0.008857034566947263,9.999999747378752e-05
0.008983877484737965,9.999999747378752e-05
0.008861340039075377,9.999999747378752e-05
0.0090333454782143,9.999999747378752e-05
0.008996110806899629,9.999999747378752e-05
