Cycle,True_labels,Predicted_labels,Accuracy,Run_times
0,1.0,0,0,382.26890563964844
1,1.0,0,0,23.21338653564453
2,1.0,0,0,25.065898895263672
3,1.0,0,0,23.07415008544922
4,1.0,0,0,23.512840270996094
5,1.0,0,0,23.682355880737305
6,1.0,0,0,23.397207260131836
7,1.0,0,0,23.782968521118164
8,1.0,0,0,23.402690887451172
9,1.0,0,0,26.082754135131836
10,1.0,0,0,24.379253387451172
11,1.0,0,0,26.41749382019043
12,1.0,0,0,24.254322052001953
13,1.0,0,0,24.492979049682617
14,1.0,0,0,23.6966609954834
15,1.0,0,0,23.451805114746094
16,1.0,0,0,23.94247055053711
17,1.0,0,0,23.638010025024414
18,1.0,0,0,23.47874641418457
19,1.0,0,0,25.08258819580078
20,1.0,0,0,27.736902236938477
21,1.0,0,0,23.49114418029785
22,1.0,0,0,23.501873016357422
23,1.0,0,0,24.09529685974121
24,1.0,0,0,23.49090576171875
25,1.0,0,0,23.123502731323242
26,1.0,0,0,23.290157318115234
27,1.0,0,0,23.094654083251953
28,1.0,0,0,23.804903030395508
29,1.0,0,0,29.034137725830078
30,1.0,0,0,24.147987365722656
31,1.0,0,0,23.76413345336914
32,1.0,0,0,23.738384246826172
33,1.0,0,0,24.63674545288086
34,1.0,0,0,23.023605346679688
35,1.0,0,0,23.236513137817383
36,1.0,0,0,23.481369018554688
37,1.0,0,0,23.210763931274414
38,1.0,0,0,26.101350784301758
39,1.0,0,0,24.30558204650879
40,1.0,0,0,23.441076278686523
41,1.0,0,0,24.76954460144043
42,1.0,0,0,23.5598087310791
43,1.0,0,0,23.354053497314453
44,1.0,0,0,22.799015045166016
45,1.0,0,0,23.184537887573242
46,1.0,0,0,26.311159133911133
47,1.0,0,0,22.8579044342041
48,1.0,0,0,23.04530143737793
49,1.0,0,0,25.20585060119629
50,1.0,0,0,23.76079559326172
51,1.0,0,0,23.41485023498535
52,1.0,0,0,22.934675216674805
53,1.0,0,0,23.740053176879883
54,1.0,0,0,23.029327392578125
55,1.0,0,0,26.77154541015625
56,1.0,0,0,23.976802825927734
57,1.0,0,0,23.417234420776367
58,1.0,0,0,23.412227630615234
59,1.0,0,0,24.376392364501953
60,1.0,0,0,24.196624755859375
61,1.0,0,0,23.57172966003418
62,1.0,0,0,22.919416427612305
63,1.0,0,0,23.485183715820312
64,1.0,0,0,27.515649795532227
65,1.0,0,0,23.07724952697754
66,1.0,0,0,23.44346046447754
67,1.0,0,0,23.101091384887695
68,1.0,0,0,22.907018661499023
69,1.0,0,0,25.040864944458008
70,1.0,0,0,23.142576217651367
71,1.0,0,0,24.325847625732422
72,1.0,0,0,23.56696128845215
73,1.0,0,0,26.369810104370117
74,1.0,0,0,24.19137954711914
75,1.0,0,0,24.47342872619629
76,1.0,0,0,23.082971572875977
77,1.0,0,0,23.598670959472656
78,1.0,0,0,22.80569076538086
79,1.0,0,0,24.030208587646484
80,1.0,0,0,24.712324142456055
81,1.0,0,0,23.414134979248047
82,1.0,0,0,26.478290557861328
83,1.0,0,0,23.62823486328125
84,1.0,0,0,22.745370864868164
85,1.0,0,0,24.320125579833984
86,1.0,0,0,23.45585823059082
87,1.0,0,0,23.009300231933594
88,1.0,0,0,23.209333419799805
89,1.0,0,0,24.742841720581055
90,1.0,0,0,23.973703384399414
91,1.0,0,0,27.732372283935547
92,1.0,0,0,23.65875244140625
93,1.0,0,0,23.603439331054688
94,1.0,0,0,22.93992042541504
95,1.0,0,0,22.680997848510742
96,1.0,0,0,23.301124572753906
97,1.0,0,0,22.98903465270996
98,1.0,0,0,23.28658103942871
99,1.0,0,0,24.63221549987793
100,1.0,0,0,28.017044067382812
101,1.0,0,0,23.35524559020996
102,1.0,0,0,23.24390411376953
103,1.0,0,0,23.48017692565918
104,1.0,0,0,23.118972778320312
105,1.0,0,0,23.229122161865234
106,1.0,0,0,23.26488494873047
107,1.0,0,0,23.357868194580078
108,1.0,0,0,26.022911071777344
109,1.0,0,0,24.626731872558594
110,1.0,0,0,24.348974227905273
111,1.0,0,0,23.89693260192871
112,1.0,0,0,24.134159088134766
113,1.0,0,0,24.248600006103516
114,1.0,0,0,23.944377899169922
115,1.0,0,0,23.650169372558594
116,1.0,0,0,26.637554168701172
117,1.0,0,0,27.58502960205078
118,1.0,0,0,23.679494857788086
119,1.0,0,0,25.150060653686523
120,1.0,0,0,24.065732955932617
121,1.0,0,0,24.03712272644043
122,1.0,0,0,23.4677791595459
123,1.0,0,0,23.30470085144043
124,1.0,0,0,23.567676544189453
125,1.0,0,0,23.01812171936035
126,1.0,0,0,26.67522430419922
127,1.0,0,0,23.1170654296875
128,1.0,0,0,23.37932586669922
129,1.0,0,0,24.728775024414062
130,1.0,0,0,23.955583572387695
131,1.0,0,0,23.12493324279785
132,1.0,0,0,22.713899612426758
133,1.0,0,0,22.94015884399414
134,1.0,0,0,22.989749908447266
135,1.0,0,0,26.54719352722168
136,1.0,0,0,23.021459579467773
137,1.0,0,0,23.056507110595703
138,1.0,0,0,22.835493087768555
139,1.0,0,0,24.75118637084961
140,1.0,0,0,24.0781307220459
141,1.0,0,0,23.618459701538086
142,1.0,0,0,23.014545440673828
143,1.0,0,0,24.219989776611328
144,1.0,0,0,28.177261352539062
145,1.0,0,0,24.203777313232422
146,1.0,0,0,23.773670196533203
147,1.0,0,0,23.170948028564453
148,1.0,0,0,23.159027099609375
149,1.0,0,0,24.900197982788086
150,1.0,0,0,23.535490036010742
151,1.0,0,0,23.386716842651367
152,1.0,0,0,23.12779426574707
153,1.0,0,0,27.4350643157959
154,1.0,0,0,23.179054260253906
155,1.0,0,0,23.67115020751953
156,1.0,0,0,23.509979248046875
157,1.0,0,0,23.989439010620117
158,1.0,0,0,24.462461471557617
159,1.0,0,0,24.913311004638672
160,1.0,0,0,23.62370491027832
161,1.0,0,0,23.347854614257812
162,1.0,0,0,26.457786560058594
163,1.0,0,0,23.336172103881836
164,1.0,0,0,23.206233978271484
165,1.0,0,0,23.26512336730957
166,1.0,0,0,23.066043853759766
167,1.0,0,0,22.951602935791016
168,1.0,0,0,23.520469665527344
169,1.0,0,0,24.181842803955078
170,1.0,0,0,27.56810188293457
171,1.0,0,0,23.94556999206543
172,1.0,0,0,23.029088973999023
173,1.0,0,0,23.923873901367188
174,1.0,0,0,23.51236343383789
175,1.0,0,0,23.24056625366211
176,1.0,0,0,23.024797439575195
177,1.0,0,0,22.91703224182129
178,1.0,0,0,23.197174072265625
179,1.0,0,0,28.456687927246094
180,1.0,0,0,23.268938064575195
181,1.0,0,0,23.374080657958984
182,1.0,0,0,24.36065673828125
183,1.0,0,0,23.402690887451172
184,1.0,0,0,23.545503616333008
185,1.0,0,0,22.578954696655273
186,1.0,0,0,23.044109344482422
187,1.0,0,0,23.046255111694336
188,1.0,0,0,27.102231979370117
189,1.0,0,0,25.989294052124023
190,1.0,0,0,23.789644241333008
191,1.0,0,0,23.934364318847656
192,1.0,0,0,22.93682098388672
193,1.0,0,0,23.59461784362793
194,1.0,0,0,23.46014976501465
195,1.0,0,0,23.11849594116211
196,1.0,0,0,24.3227481842041
197,1.0,0,0,26.410341262817383
198,1.0,0,0,23.778915405273438
199,1.0,0,0,28.882741928100586
200,1.0,0,0,23.99921417236328
201,1.0,0,0,24.05095100402832
202,1.0,0,0,23.543596267700195
