Cycle,True_labels,Predicted_labels,Accuracy,Run_times
0,1.0,0,0,1253.9668083190918
1,1.0,0,0,41.010141372680664
2,1.0,0,0,39.00861740112305
3,1.0,0,0,39.00909423828125
4,1.0,0,0,49.011945724487305
5,1.0,0,0,49.00979995727539
6,1.0,0,0,51.01132392883301
7,1.0,0,0,44.01063919067383
8,1.0,0,0,43.00880432128906
9,1.0,0,0,42.01006889343262
10,1.0,0,0,44.01040077209473
11,1.0,0,0,45.00937461853027
12,1.0,0,0,43.010711669921875
13,1.0,0,0,41.00823402404785
14,1.0,0,0,41.00918769836426
15,1.0,0,0,41.008949279785156
16,1.0,0,0,40.0083065032959
17,1.0,0,0,40.009498596191406
18,1.0,0,0,41.008710861206055
19,1.0,0,0,42.01030731201172
20,1.0,0,0,40.0083065032959
21,1.0,0,0,40.0087833404541
22,1.0,0,0,42.00911521911621
23,1.0,0,0,39.00885581970215
24,1.0,0,0,42.00935363769531
25,1.0,0,0,40.009498596191406
26,1.0,0,0,43.009281158447266
27,1.0,0,0,39.00885581970215
28,1.0,0,0,39.008378982543945
29,1.0,0,0,43.00975799560547
30,1.0,0,0,45.01032829284668
31,1.0,0,0,44.010162353515625
32,1.0,0,0,43.01166534423828
33,1.0,0,0,39.00623321533203
34,1.0,0,0,39.00909423828125
35,1.0,0,0,40.0087833404541
36,1.0,0,0,46.01001739501953
37,1.0,0,0,41.008949279785156
38,1.0,0,0,42.00911521911621
39,1.0,0,0,41.00942611694336
40,1.0,0,0,43.01047325134277
41,1.0,0,0,43.00880432128906
42,1.0,0,0,45.01080513000488
43,1.0,0,0,45.009613037109375
44,1.0,0,0,42.01006889343262
45,1.0,0,0,40.0083065032959
46,1.0,0,0,42.009592056274414
47,1.0,0,0,42.01006889343262
48,1.0,0,0,42.008399963378906
49,1.0,0,0,42.00935363769531
50,1.0,0,0,51.01180076599121
51,1.0,0,0,41.00942611694336
52,1.0,0,0,40.0090217590332
53,1.0,0,0,43.009281158447266
54,1.0,0,0,40.00973701477051
55,1.0,0,0,42.00911521911621
56,1.0,0,0,40.009498596191406
57,1.0,0,0,47.00946807861328
58,1.0,0,0,42.01006889343262
59,1.0,0,0,47.010183334350586
60,1.0,0,0,43.00951957702637
61,1.0,0,0,42.009592056274414
62,1.0,0,0,45.00985145568848
63,1.0,0,0,48.011064529418945
64,1.0,0,0,47.01089859008789
65,1.0,0,0,56.01143836975098
66,1.0,0,0,47.0120906829834
67,1.0,0,0,44.008731842041016
68,1.0,0,0,49.012184143066406
69,1.0,0,0,46.009063720703125
70,1.0,0,0,50.01091957092285
71,1.0,0,0,43.009281158447266
72,1.0,0,0,41.00990295410156
73,1.0,0,0,41.008949279785156
74,1.0,0,0,45.01008987426758
75,1.0,0,0,43.01047325134277
76,1.0,0,0,45.00985145568848
77,1.0,0,0,47.009944915771484
78,1.0,0,0,43.00999641418457
79,1.0,0,0,42.00911521911621
80,1.0,0,0,53.01165580749512
81,1.0,0,0,44.01063919067383
82,1.0,0,0,43.00975799560547
83,1.0,0,0,46.00977897644043
84,1.0,0,0,46.00954055786133
85,1.0,0,0,44.01111602783203
86,1.0,0,0,48.01034927368164
87,1.0,0,0,51.01132392883301
88,1.0,0,0,48.009634017944336
89,1.0,0,0,46.01120948791504
90,1.0,0,0,49.01003837585449
91,1.0,0,0,50.01115798950195
92,1.0,0,0,42.00935363769531
93,1.0,0,0,42.009592056274414
94,1.0,0,0,42.00911521911621
95,1.0,0,0,39.00885581970215
96,1.0,0,0,42.009592056274414
97,1.0,0,0,41.00918769836426
98,1.0,0,0,43.00951957702637
99,1.0,0,0,42.00911521911621
100,1.0,0,0,40.0087833404541
101,1.0,0,0,42.009592056274414
102,1.0,0,0,41.00966453552246
103,1.0,0,0,43.009042739868164
104,1.0,0,0,49.0109920501709
105,1.0,0,0,42.00887680053711
106,1.0,0,0,40.009498596191406
107,1.0,0,0,40.0087833404541
108,1.0,0,0,44.00968551635742
109,1.0,0,0,43.00999641418457
110,1.0,0,0,46.00977897644043
111,1.0,0,0,44.00968551635742
112,1.0,0,0,47.01042175292969
113,1.0,0,0,40.0087833404541
114,1.0,0,0,40.0090217590332
115,1.0,0,0,41.00918769836426
116,1.0,0,0,40.009260177612305
117,1.0,0,0,40.0090217590332
118,1.0,0,0,41.008949279785156
119,1.0,0,0,43.00999641418457
120,1.0,0,0,43.009281158447266
121,1.0,0,0,38.00845146179199
122,1.0,0,0,42.00935363769531
123,1.0,0,0,40.009260177612305
124,1.0,0,0,41.00966453552246
125,1.0,0,0,40.008544921875
126,1.0,0,0,45.01008987426758
127,1.0,0,0,43.009281158447266
128,1.0,0,0,44.011831283569336
129,1.0,0,0,44.00801658630371
130,1.0,0,0,44.01040077209473
131,1.0,0,0,43.009042739868164
132,1.0,0,0,40.010690689086914
133,1.0,0,0,46.00811004638672
134,1.0,0,0,41.00966453552246
135,1.0,0,0,43.00951957702637
136,1.0,0,0,42.01006889343262
137,1.0,0,0,41.00918769836426
138,1.0,0,0,42.00863838195801
139,1.0,0,0,44.01040077209473
140,1.0,0,0,43.009042739868164
141,1.0,0,0,40.0087833404541
142,1.0,0,0,40.0090217590332
143,1.0,0,0,41.00918769836426
144,1.0,0,0,40.0087833404541
145,1.0,0,0,39.00909423828125
146,1.0,0,0,40.009260177612305
147,1.0,0,0,43.00999641418457
148,1.0,0,0,39.00861740112305
149,1.0,0,0,40.00997543334961
150,1.0,0,0,43.00880432128906
151,1.0,0,0,40.009260177612305
152,1.0,0,0,39.008378982543945
153,1.0,0,0,41.008949279785156
154,1.0,0,0,42.00935363769531
155,1.0,0,0,40.0090217590332
156,1.0,0,0,41.008949279785156
157,1.0,0,0,45.01152038574219
158,1.0,0,0,39.00766372680664
159,1.0,0,0,42.00935363769531
160,1.0,0,0,42.00935363769531
161,1.0,0,0,42.00935363769531
162,1.0,0,0,39.00861740112305
163,1.0,0,0,40.009498596191406
164,1.0,0,0,41.00918769836426
165,1.0,0,0,54.01253700256348
166,1.0,0,0,41.00942611694336
167,1.0,0,0,43.00808906555176
168,1.0,0,0,42.01102256774902
169,1.0,0,0,40.00735282897949
170,1.0,0,0,40.00973701477051
171,1.0,0,0,43.474674224853516
