,Gathering samples,Gathering labels,Predictions,Evaluation
46,0.0,0.0,0.049010515213012695,0.0
47,0.0,0.0,0.04403972625732422,0.0
48,0.0,0.0,0.05198168754577637,0.0
49,0.0,0.0,0.05101132392883301,0.0
50,0.0,0.0,0.054013729095458984,0.0
51,0.00099945068359375,0.0,0.047009944915771484,0.0
52,0.0,0.0,0.046010494232177734,0.0
53,0.0009999275207519531,0.0,0.04100966453552246,0.0
54,0.0,0.0,0.04701113700866699,0.0
55,0.0,0.0,0.04801058769226074,0.0
56,0.0,0.0,0.04100942611694336,0.0
57,0.0,0.0,0.04200911521911621,0.0
58,0.0,0.0,0.040009260177612305,0.0
59,0.0009987354278564453,0.0,0.042009592056274414,0.0
60,0.0010008811950683594,0.0,0.04200935363769531,0.0
61,0.0010004043579101562,0.0,0.043010711669921875,0.0
62,0.0,0.0,0.043007850646972656,0.0
63,0.0,0.0,0.04801177978515625,0.0
64,0.0,0.0,0.04300999641418457,0.0
65,0.0,0.0,0.046019792556762695,0.0
66,0.000989675521850586,0.0,0.04805731773376465,0.0
67,0.0,0.0,0.0399627685546875,0.0
68,0.0,0.0,0.04000973701477051,0.0
69,0.0,0.0,0.039017438888549805,0.0
70,0.0,0.0,0.04400181770324707,0.0
71,0.0,0.0,0.03900742530822754,0.0
72,0.0,0.0,0.044019222259521484,0.0
73,0.0,0.0,0.049002647399902344,0.0
74,0.0,0.0,0.039516448974609375,0.0
75,0.0,0.0,0.03804349899291992,0.0
76,0.0009992122650146484,0.0,0.03934359550476074,0.0
77,0.0,0.0,0.046044111251831055,0.0009922981262207031
78,0.0,0.0,0.040021419525146484,0.0
79,0.0009999275207519531,0.0,0.04288625717163086,0.0
80,0.0,0.0,0.04200887680053711,0.0
81,0.0009996891021728516,0.0,0.04200935363769531,0.0
82,0.0,0.0,0.04601144790649414,0.0
83,0.0,0.0,0.04300880432128906,0.0
84,0.0,0.0,0.041010141372680664,0.0
85,0.0009992122650146484,0.0,0.05101180076599121,0.0
86,0.0010004043579101562,0.0,0.04601097106933594,0.0
87,0.0,0.0,0.06501317024230957,0.0
88,0.0,0.0,0.059014081954956055,0.0
89,0.0,0.0,0.051011085510253906,0.0
90,0.0,0.0,0.047009944915771484,0.0
91,0.0010004043579101562,0.0,0.05301356315612793,0.0
92,0.0,0.0,0.05101132392883301,0.0
93,0.0,0.0,0.04801058769226074,0.0
94,0.0,0.0,0.04801130294799805,0.0
95,0.0,0.0,0.054010868072509766,0.0
96,0.0,0.0,0.05301213264465332,0.0
97,0.0,0.0,0.04801154136657715,0.0
98,0.0010001659393310547,0.0,0.0400080680847168,0.0
99,0.0010006427764892578,0.0,0.06001424789428711,0.0
100,0.0,0.0,0.05201125144958496,0.0
101,0.0009999275207519531,0.0,0.06201481819152832,0.0
102,0.0,0.0,0.05401110649108887,0.0
103,0.0,0.0,0.049010276794433594,0.0
104,0.0010013580322265625,0.0,0.05401158332824707,0.0
105,0.0010008811950683594,0.0,0.07001543045043945,0.0
106,0.0010008811950683594,0.0,0.08401799201965332,0.0
107,0.0010006427764892578,0.0,0.07501602172851562,0.0010001659393310547
108,0.0,0.0,0.0690162181854248,0.0
109,0.0,0.0,0.062013864517211914,0.0
110,0.0010035037994384766,0.0,0.04900813102722168,0.0
111,0.0010006427764892578,0.0,0.060022592544555664,0.0
112,0.0,0.0,0.044001102447509766,0.0
113,0.0009989738464355469,0.0,0.046010494232177734,0.0
114,0.0010008811950683594,0.0,0.05801224708557129,0.0
115,0.0,0.0,0.058022499084472656,0.0
116,0.0,0.0,0.061005353927612305,0.0
117,0.0,0.0,0.0510106086730957,0.0010006427764892578
118,0.0,0.0,0.061014413833618164,0.0010001659393310547
119,0.0,0.0,0.05302023887634277,0.0
120,0.0,0.0,0.04600095748901367,0.0
121,0.0010004043579101562,0.0,0.04601097106933594,0.0
122,0.0009999275207519531,0.0,0.05801272392272949,0.0
123,0.0010006427764892578,0.0,0.06001400947570801,0.0
124,0.001001119613647461,0.0,0.05501246452331543,0.0
125,0.0009992122650146484,0.0,0.05601239204406738,0.0
126,0.0,0.0,0.06301403045654297,0.0
127,0.0,0.0,0.06201457977294922,0.0
128,0.0,0.0,0.05301213264465332,0.0
129,0.0,0.0,0.062014102935791016,0.0
130,0.0,0.0,0.061014413833618164,0.0
131,0.00099945068359375,0.0,0.06001448631286621,0.0
132,0.00099945068359375,0.0,0.06301403045654297,0.0
133,0.0010006427764892578,0.0,0.05701398849487305,0.0
134,0.0009987354278564453,0.0,0.05701446533203125,0.0
135,0.0010006427764892578,0.0,0.05501079559326172,0.0
136,0.0,0.0,0.057016611099243164,0.0
137,0.0,0.0,0.0540163516998291,0.0
138,0.0,0.0,0.05070924758911133,0.0
139,0.0,0.0,0.050108909606933594,0.0
140,0.0010004043579101562,0.0,0.04503822326660156,0.0
141,0.0010006427764892578,0.0,0.05106210708618164,0.0
142,0.0,0.0,0.05507230758666992,0.0
143,0.0,0.0009992122650146484,0.0500490665435791,0.0
144,0.0,0.0,0.04925894737243652,0.0
145,0.0,0.0,0.050013065338134766,0.0
146,0.0,0.0,0.048009395599365234,0.0
147,0.0009999275207519531,0.0,0.05201077461242676,0.0
148,0.0,0.0,0.05601310729980469,0.0
149,0.0,0.0,0.04601120948791504,0.0
150,0.0010006427764892578,0.0,0.05601310729980469,0.0
151,0.00099945068359375,0.0,0.06201457977294922,0.0
152,0.0,0.0,0.06101369857788086,0.0
153,0.0,0.0,0.06501317024230957,0.0
154,0.0010008811950683594,0.0,0.06701445579528809,0.0
155,0.0010006427764892578,0.0,0.06801557540893555,0.0
156,0.0,0.0010008811950683594,0.05701255798339844,0.0009999275207519531
157,0.0,0.0,0.06201338768005371,0.0
158,0.0,0.0,0.0580136775970459,0.0
159,0.0009999275207519531,0.0,0.060013532638549805,0.0
160,0.0,0.0,0.052011966705322266,0.0
161,0.0,0.0,0.05401277542114258,0.0
162,0.0009992122650146484,0.0,0.04500985145568848,0.0
163,0.0,0.0,0.04701113700866699,0.0
164,0.0,0.0,0.04801034927368164,0.0
165,0.0,0.0,0.04301881790161133,0.0
166,0.0009908676147460938,0.0,0.04301905632019043,0.0009913444519042969
167,0.0,0.0,0.05201148986816406,0.0
168,0.0,0.0,0.056012630462646484,0.0
169,0.0010013580322265625,0.0,0.05401134490966797,0.0
170,0.0,0.0,0.05101418495178223,0.0
171,0.0,0.0,0.0600123405456543,0.0
172,0.0009984970092773438,0.0,0.05001115798950195,0.0
173,0.0,0.0,0.050011396408081055,0.0
174,0.0,0.0,0.060015201568603516,0.0
175,0.0009989738464355469,0.0,0.05401301383972168,0.0
176,0.0,0.0,0.05201101303100586,0.0
177,0.0,0.0,0.04801034927368164,0.0
178,0.0010008811950683594,0.0,0.05501198768615723,0.0
179,0.0,0.0,0.05401325225830078,0.0
180,0.0009996891021728516,0.0,0.053011178970336914,0.0
181,0.0009999275207519531,0.0,0.05701255798339844,0.0
182,0.0,0.0,0.06001424789428711,0.0
183,0.0010006427764892578,0.0,0.06301331520080566,0.0
184,0.0010006427764892578,0.0,0.052011966705322266,0.0
185,0.0010006427764892578,0.0,0.05701112747192383,0.0
186,0.0,0.0,0.05301356315612793,0.0
187,0.001001119613647461,0.0,0.053011178970336914,0.0
188,0.0010001659393310547,0.0,0.05601334571838379,0.0
189,0.0009989738464355469,0.0,0.05101132392883301,0.0
190,0.0,0.0,0.05701279640197754,0.0
191,0.0,0.0,0.052011728286743164,0.0
192,0.0,0.0,0.05701184272766113,0.0
193,0.0,0.0,0.05901479721069336,0.0
194,0.0,0.0,0.06401467323303223,0.0
195,0.0,0.0,0.07401728630065918,0.0
196,0.0010008811950683594,0.0,0.06401252746582031,0.0
197,0.0010001659393310547,0.0,0.06201291084289551,0.0
198,0.0,0.0,0.06001639366149902,0.0
199,0.0,0.0,0.06801414489746094,0.0
200,0.0010008811950683594,0.0,0.05401134490966797,0.0
201,0.0010013580322265625,0.0,0.061012983322143555,0.0
202,0.0009996891021728516,0.0,0.061014652252197266,0.0
203,0.0010001659393310547,0.0,0.06901717185974121,0.0
204,0.0009984970092773438,0.0,0.05501246452331543,0.0010001659393310547
205,0.0,0.0,0.056014060974121094,0.0
206,0.0009992122650146484,0.0,0.31507039070129395,0.0
207,0.001001596450805664,0.0,0.07301688194274902,0.0
208,0.0009987354278564453,0.0,0.06801533699035645,0.0
209,0.0,0.0,0.07101583480834961,0.0
210,0.0010001659393310547,0.0,0.07301640510559082,0.0
211,0.0,0.0,0.05501198768615723,0.0
212,0.0,0.0,0.047011613845825195,0.0
213,0.0010039806365966797,0.0,0.06100964546203613,0.0
214,0.0,0.0,0.05501294136047363,0.0
215,0.0009996891021728516,0.0,0.05201125144958496,0.0
216,0.0,0.0,0.056014060974121094,0.0
217,0.0009996891021728516,0.0,0.06201338768005371,0.0
218,0.0,0.0,0.061014652252197266,0.0
219,0.0009992122650146484,0.0,0.06401491165161133,0.0
220,0.0,0.0,0.06501436233520508,0.0
221,0.0010008811950683594,0.0,0.062013864517211914,0.0
222,0.0,0.0,0.059012651443481445,0.0
223,0.0010013580322265625,0.0,0.06901431083679199,0.0
224,0.0,0.0,0.05501294136047363,0.0
225,0.0010025501251220703,0.0,0.061011552810668945,0.0
226,0.0010006427764892578,0.0,0.08501839637756348,0.0
227,0.0,0.0,0.07901811599731445,0.0
228,0.0,0.0,0.0490114688873291,0.0
229,0.0,0.0,0.05501055717468262,0.0
230,0.0010006427764892578,0.0,0.06801486015319824,0.0
231,0.001001119613647461,0.0,0.07201695442199707,0.0
232,0.0,0.0,0.07401585578918457,0.0
233,0.0,0.0,0.07301616668701172,0.0
234,0.0010001659393310547,0.0,0.06801629066467285,0.0
235,0.0,0.0,0.06604695320129395,0.0
236,0.0,0.0,0.061981201171875,0.0
237,0.0010001659393310547,0.0,0.06101560592651367,0.0
238,0.0009992122650146484,0.0,0.06501412391662598,0.0
239,0.0009999275207519531,0.0,0.05501270294189453,0.0
240,0.0010004043579101562,0.0,0.05401301383972168,0.0
241,0.0,0.0,0.05801248550415039,0.0
242,0.0,0.0010008811950683594,0.05401110649108887,0.0
243,0.0,0.0,0.05401301383972168,0.0
244,0.0009992122650146484,0.0,0.06201457977294922,0.0
245,0.0,0.0,0.05201148986816406,0.0
246,0.0010013580322265625,0.0,0.0490107536315918,0.0
247,0.0,0.0,0.05301094055175781,0.0
248,0.0,0.0,0.05301189422607422,0.0
249,0.0009996891021728516,0.0,0.05301237106323242,0.0
250,0.0,0.0,0.05301213264465332,0.0
251,0.001001119613647461,0.0,0.06301450729370117,0.0
252,0.0010001659393310547,0.0,0.06601309776306152,0.0
253,0.0010018348693847656,0.0,0.06001424789428711,0.0
254,0.0,0.0,0.0620119571685791,0.0
255,0.0,0.0,0.07201647758483887,0.0
256,0.0010006427764892578,0.0,0.06901431083679199,0.0
257,0.0,0.0,0.0580141544342041,0.0
258,0.0010001659393310547,0.0,0.05601215362548828,0.0
259,0.0010001659393310547,0.0,0.05101132392883301,0.0
260,0.0,0.0,0.0580143928527832,0.0
261,0.0,0.0,0.061014413833618164,0.0
262,0.0,0.0,0.054010629653930664,0.0
263,0.001001596450805664,0.0,0.05001044273376465,0.0
264,0.0,0.0,0.05601072311401367,0.0
265,0.0010023117065429688,0.0,0.06101202964782715,0.0
266,0.0010006427764892578,0.0,0.06501555442810059,0.0
267,0.0,0.0,0.05701327323913574,0.0
268,0.00099945068359375,0.0,0.06501603126525879,0.0
269,0.0009987354278564453,0.0,0.05901384353637695,0.00099945068359375
270,0.0,0.0,0.051011085510253906,0.0
271,0.0010004043579101562,0.0,0.04501056671142578,0.0
272,0.0010013580322265625,0.0,0.05701184272766113,0.0
273,0.0,0.0,0.057012081146240234,0.0
274,0.0,0.0,0.05301237106323242,0.0
275,0.0,0.0,0.058016061782836914,0.0
276,0.0009989738464355469,0.0,0.05701184272766113,0.0
277,0.0,0.0,0.06101250648498535,0.0
278,0.0,0.0,0.07101655006408691,0.0
279,0.0009999275207519531,0.0,0.0690162181854248,0.0
280,0.0,0.0,0.05601239204406738,0.0
281,0.0009999275207519531,0.0,0.05901312828063965,0.0
282,0.0,0.0,0.06501483917236328,0.0
283,0.0010013580322265625,0.0,0.05601191520690918,0.0
284,0.0,0.0010001659393310547,0.05901336669921875,0.0
285,0.0010001659393310547,0.0,0.06201314926147461,0.0
286,0.0,0.0,0.06201481819152832,0.0
287,0.0009999275207519531,0.0,0.06401443481445312,0.0
288,0.0010001659393310547,0.0,0.05201244354248047,0.0
289,0.0,0.0,0.06601452827453613,0.0
290,0.0,0.0,0.05701255798339844,0.0
291,0.0010001659393310547,0.0,0.05601310729980469,0.0
292,0.0,0.0,0.05501413345336914,0.0
293,0.0009975433349609375,0.0,0.0470125675201416,0.0
294,0.001018524169921875,0.0,0.05199718475341797,0.0
295,0.0010008811950683594,0.0,0.05901288986206055,0.0
296,0.0,0.0,0.05401301383972168,0.0
297,0.0010004043579101562,0.0,0.04600977897644043,0.0
298,0.001001119613647461,0.0,0.053020477294921875,0.0
299,0.0009903907775878906,0.0,0.05301380157470703,0.0
300,0.0,0.0,0.051009416580200195,0.0
301,0.0,0.0,0.04801130294799805,0.0
302,0.0,0.0,0.05201101303100586,0.0
303,0.0,0.0,0.050011634826660156,0.0009996891021728516
304,0.0,0.0,0.050013065338134766,0.0
305,0.0,0.0,0.04600977897644043,0.0
306,0.0,0.0,0.048010826110839844,0.0
307,0.0009996891021728516,0.0,0.04200911521911621,0.0
308,0.0,0.0,0.06101489067077637,0.0
309,0.0,0.0,0.05401158332824707,0.0
310,0.0,0.0,0.05201148986816406,0.0
311,0.0,0.0009999275207519531,0.052011728286743164,0.0
312,0.0,0.0,0.04702043533325195,0.0
313,0.0009906291961669922,0.0,0.04801130294799805,0.0
314,0.0010006427764892578,0.0,0.05701184272766113,0.0
315,0.0,0.0,0.048010826110839844,0.0
316,0.0,0.0,0.05301165580749512,0.0
317,0.0,0.0,0.049021005630493164,0.0
318,0.0009999275207519531,0.0,0.045001983642578125,0.0
319,0.0,0.0,0.04200887680053711,0.0
320,0.0,0.0,0.05001115798950195,0.0010006427764892578
321,0.0,0.0,0.04400992393493652,0.0
322,0.0010013580322265625,0.0,0.049009084701538086,0.0
323,0.0,0.0,0.050012826919555664,0.0
324,0.0009992122650146484,0.0,0.04300951957702637,0.0
325,0.0,0.0,0.04300999641418457,0.0
326,0.0,0.0,0.042009830474853516,0.0
327,0.0,0.0,0.04400968551635742,0.0
328,0.0010006427764892578,0.0,0.04600882530212402,0.0
329,0.0010006427764892578,0.0,0.04501056671142578,0.0
330,0.0009999275207519531,0.0,0.05001068115234375,0.0
331,0.0010004043579101562,0.0,0.04500985145568848,0.0
332,0.0010008811950683594,0.0,0.053012847900390625,0.0
333,0.0,0.0,0.0490107536315918,0.0
334,0.0009996891021728516,0.0,0.05601334571838379,0.0
335,0.0009992122650146484,0.0,0.05201244354248047,0.0
336,0.0010001659393310547,0.0,0.05201077461242676,0.0
337,0.0010004043579101562,0.0,0.051012277603149414,0.0
338,0.0,0.0,0.04800987243652344,0.0
339,0.0,0.0,0.05001258850097656,0.0
340,0.0,0.0,0.05601215362548828,0.0
341,0.0,0.0,0.052011966705322266,0.0
342,0.0,0.0,0.04501080513000488,0.0
343,0.0009999275207519531,0.0,0.05301165580749512,0.0
344,0.0,0.0,0.04901003837585449,0.0
345,0.0010008811950683594,0.0,0.05101203918457031,0.0
346,0.0,0.0,0.050011634826660156,0.0
347,0.00099945068359375,0.0,0.04600977897644043,0.0
348,0.0010006427764892578,0.0,0.06301379203796387,0.0
349,0.0010008811950683594,0.0,0.05401110649108887,0.0
350,0.0,0.0,0.0490109920501709,0.0
351,0.0,0.0,0.05301260948181152,0.0
352,0.0010006427764892578,0.0,0.04601025581359863,0.0
353,0.0,0.0,0.056012868881225586,0.0
354,0.0,0.0,0.04401040077209473,0.0
355,0.0,0.0,0.058011770248413086,0.0
356,0.0010013580322265625,0.0,0.04700899124145508,0.0
357,0.0,0.0,0.04501056671142578,0.0
358,0.0010008811950683594,0.0,0.044010162353515625,0.0
359,0.0,0.0,0.04500865936279297,0.0
360,0.0010006427764892578,0.0,0.04201006889343262,0.0
361,0.0010008811950683594,0.0,0.04700922966003418,0.0
362,0.0009999275207519531,0.0,0.0470118522644043,0.0
363,0.0,0.0,0.04001784324645996,0.0
364,0.0,0.0,0.04700207710266113,0.0
365,0.001001119613647461,0.0,0.054010868072509766,0.0
366,0.0009996891021728516,0.0,0.043009042739868164,0.0
367,0.0,0.0,0.05001354217529297,0.0
368,0.0,0.0,0.045007944107055664,0.0
369,0.0010001659393310547,0.0,0.057013511657714844,0.0
370,0.0010008811950683594,0.0,0.04100799560546875,0.001001119613647461
371,0.0,0.0,0.042009592056274414,0.0
372,0.0,0.0,0.0510106086730957,0.0
373,0.0,0.0,0.0460202693939209,0.0
374,0.0009911060333251953,0.0,0.04601120948791504,0.0
375,0.0,0.0,0.0400087833404541,0.0
376,0.0,0.0,0.049010515213012695,0.0
377,0.0,0.0,0.04501032829284668,0.0
378,0.0,0.0,0.045009613037109375,0.0
379,0.0,0.0,0.04101061820983887,0.0
380,0.0,0.0,0.046018362045288086,0.0
381,0.0,0.0,0.04199981689453125,0.0010001659393310547
382,0.0,0.0,0.05201220512390137,0.0
383,0.0,0.0,0.053022146224975586,0.0
384,0.000990152359008789,0.0,0.04501008987426758,0.0
385,0.0,0.0,0.04100990295410156,0.0
386,0.0,0.0,0.04300999641418457,0.0
387,0.0,0.0,0.049010515213012695,0.0
388,0.0,0.0,0.052010536193847656,0.0
389,0.0,0.0,0.04901123046875,0.0010004043579101562
390,0.0,0.0,0.05401206016540527,0.0
391,0.0010008811950683594,0.0,0.0490107536315918,0.0
392,0.0010001659393310547,0.0,0.058013200759887695,0.0
393,0.0,0.0,0.0580136775970459,0.0
394,0.0,0.0,0.05301213264465332,0.0
395,0.0009999275207519531,0.0,0.04801130294799805,0.0
396,0.0,0.0,0.048009395599365234,0.0
397,0.0,0.0,0.2870659828186035,0.0
398,0.0009992122650146484,0.0,0.04701042175292969,0.0
399,0.0010006427764892578,0.0,0.05101203918457031,0.0
400,0.0,0.0,0.04500985145568848,0.0
401,0.0,0.0,0.0490107536315918,0.0
402,0.0,0.0,0.04901123046875,0.0
403,0.0,0.0,0.05301356315612793,0.0
404,0.0,0.0,0.049010276794433594,0.0
405,0.0009992122650146484,0.0,0.04601120948791504,0.0
406,0.0,0.0,0.04700922966003418,0.0
407,0.0010008811950683594,0.0,0.047009944915771484,0.0
408,0.001001119613647461,0.0,0.04401063919067383,0.0
409,0.0,0.0,0.04801011085510254,0.0
410,0.0,0.0,0.051011085510253906,0.0
411,0.0,0.0,0.04401063919067383,0.0
412,0.0,0.0,0.04700946807861328,0.0
413,0.0,0.0,0.04601144790649414,0.0
414,0.0,0.0,0.05401301383972168,0.0
415,0.0009989738464355469,0.0,0.055013418197631836,0.0
416,0.00099945068359375,0.0,0.0490117073059082,0.0
417,0.0009987354278564453,0.0,0.05701303482055664,0.0
418,0.0,0.0,0.05701327323913574,0.0
419,0.0,0.0,0.051012516021728516,0.0
420,0.0010001659393310547,0.0,0.04600954055786133,0.0
421,0.0,0.0,0.05001258850097656,0.0
422,0.0,0.0,0.05200982093811035,0.0
423,0.0,0.0,0.0490117073059082,0.0010004043579101562
424,0.0,0.0,0.045009613037109375,0.0
425,0.0,0.0,0.05601382255554199,0.0
426,0.0,0.0010001659393310547,0.056011199951171875,0.0
427,0.0,0.0,0.05601334571838379,0.0
428,0.0,0.0,0.05502200126647949,0.0
429,0.0,0.0,0.052001953125,0.0009989738464355469
430,0.0,0.0,0.056015968322753906,0.0
431,0.0,0.0,0.06501364707946777,0.0
432,0.0010006427764892578,0.0,0.0600132942199707,0.0
433,0.0,0.0,0.055840492248535156,0.0
434,0.0009992122650146484,0.0,0.0600130558013916,0.0
435,0.0,0.0,0.05401349067687988,0.0
436,0.0010004043579101562,0.0,0.05301165580749512,0.0
437,0.0010001659393310547,0.0,0.05401206016540527,0.0
438,0.0,0.0,0.0600123405456543,0.0
439,0.0,0.0,0.04401230812072754,0.0
440,0.0,0.0,0.051012277603149414,0.0
441,0.0,0.0,0.04600954055786133,0.0
442,0.0010001659393310547,0.0,0.05701398849487305,0.0
443,0.0,0.0,0.06401419639587402,0.0
444,0.0,0.0,0.05801200866699219,0.0
445,0.0,0.0,0.06201457977294922,0.0
446,0.0010008811950683594,0.0,0.05301070213317871,0.0
447,0.0010008811950683594,0.0,0.05901288986206055,0.0
448,0.0,0.0,0.06001639366149902,0.0
449,0.0,0.0,0.08301591873168945,0.0
450,0.001001119613647461,0.0,0.05101275444030762,0.0
451,0.0,0.0,0.05801033973693848,0.0
452,0.0010023117065429688,0.0,0.060013771057128906,0.0
453,0.0,0.0009992122650146484,0.05601191520690918,0.0
454,0.0,0.0,0.04600977897644043,0.0
455,0.0010001659393310547,0.0,0.049010515213012695,0.0
456,0.0,0.0,0.0580143928527832,0.0
457,0.0010001659393310547,0.0,0.047011375427246094,0.0
458,0.0,0.0,0.0600130558013916,0.0
459,0.0,0.0,0.0600130558013916,0.0
460,0.0010001659393310547,0.0,0.056011199951171875,0.0
461,0.0010008811950683594,0.0,0.0580141544342041,0.0
462,0.0,0.0,0.0600123405456543,0.0
463,0.0010013580322265625,0.0,0.06301259994506836,0.0
464,0.0,0.0,0.058013200759887695,0.0
465,0.0010018348693847656,0.0,0.054010868072509766,0.0
466,0.0,0.0,0.059014320373535156,0.0009996891021728516
467,0.0,0.0,0.07401680946350098,0.0
468,0.0009996891021728516,0.0,0.06002545356750488,0.0
469,0.000993490219116211,0.0,0.05901336669921875,0.0
470,0.0,0.0,0.05501222610473633,0.0
471,0.0,0.0,0.06301403045654297,0.0
472,0.0010006427764892578,0.0,0.06801509857177734,0.0
473,0.0009999275207519531,0.0,0.058012962341308594,0.0
474,0.0,0.0,0.052011728286743164,0.0
475,0.0,0.0,0.04601168632507324,0.0
476,0.0,0.0,0.04401874542236328,0.0009911060333251953
477,0.0,0.0,0.055013418197631836,0.0
478,0.0,0.0,0.04900956153869629,0.0010006427764892578
479,0.0,0.0,0.05001115798950195,0.0
480,0.0010001659393310547,0.0,0.05701255798339844,0.0
481,0.001009225845336914,0.0,0.051003456115722656,0.0
482,0.0,0.0,0.05901193618774414,0.0
483,0.0,0.0,0.06101369857788086,0.0
484,0.0,0.0,0.060015201568603516,0.0
485,0.0,0.0,0.05801272392272949,0.0
486,0.0,0.0,0.062012672424316406,0.0
487,0.0,0.0,0.07301664352416992,0.0
488,0.0,0.0,0.06701445579528809,0.0
489,0.0,0.0,0.07001638412475586,0.0
490,0.001001119613647461,0.0,0.06101226806640625,0.0
491,0.001001119613647461,0.0,0.05401110649108887,0.0
492,0.0,0.0,0.04901289939880371,0.0
493,0.0,0.0,0.048011064529418945,0.0
494,0.0,0.0,0.060012102127075195,0.0
495,0.0,0.0,0.05401182174682617,0.0
496,0.0,0.0,0.05302095413208008,0.0
497,0.0010006427764892578,0.0,0.057003021240234375,0.0
498,0.0010008811950683594,0.0,0.05401325225830078,0.0
499,0.0009987354278564453,0.0,0.04901123046875,0.0
500,0.0,0.0,0.05001401901245117,0.0
501,0.0,0.0,0.06101393699645996,0.0
502,0.0009999275207519531,0.0,0.053012847900390625,0.0
503,0.0,0.0009992122650146484,0.052011966705322266,0.0
504,0.0010006427764892578,0.0,0.06201457977294922,0.0
505,0.0,0.0,0.05701279640197754,0.0
506,0.0,0.0,0.055011749267578125,0.0
507,0.0,0.0,0.05301260948181152,0.0
508,0.0,0.0,0.04701042175292969,0.0
509,0.0,0.0,0.04701066017150879,0.0
510,0.00099945068359375,0.0,0.04501199722290039,0.0
511,0.0,0.0,0.053011417388916016,0.0
512,0.0,0.0,0.04600954055786133,0.0
513,0.0,0.0,0.050012826919555664,0.0
514,0.0,0.0,0.048009395599365234,0.0
515,0.0,0.0,0.04601025581359863,0.0
516,0.0010051727294921875,0.0,0.055006980895996094,0.0
517,0.0010008811950683594,0.0,0.04001808166503906,0.0
518,0.0,0.0,0.049001216888427734,0.0
519,0.0010001659393310547,0.0,0.05501365661621094,0.0
520,0.0,0.0,0.049010276794433594,0.0
521,0.0,0.0,0.05101180076599121,0.0
522,0.0,0.0,0.04301023483276367,0.0
523,0.0009996891021728516,0.0,0.05301260948181152,0.0
524,0.0,0.0,0.05101275444030762,0.0
525,0.0,0.0,0.053009986877441406,0.0
526,0.0,0.0,0.049010276794433594,0.0
527,0.0010020732879638672,0.0,0.04800915718078613,0.0
528,0.0010008811950683594,0.0,0.0490114688873291,0.0
529,0.0,0.0,0.04801034927368164,0.0
530,0.0,0.0,0.04600977897644043,0.0
531,0.0,0.0,0.05101323127746582,0.0
532,0.0,0.0,0.04400825500488281,0.0
533,0.0,0.0,0.04501175880432129,0.0
534,0.0,0.0,0.04300832748413086,0.0
535,0.0,0.0,0.04601144790649414,0.0
536,0.0,0.0,0.04901003837585449,0.0
537,0.0,0.0,0.0490109920501709,0.0
538,0.0010006427764892578,0.0,0.045011043548583984,0.0
539,0.0,0.0,0.04801034927368164,0.0
540,0.0,0.0,0.049184322357177734,0.0
541,0.0009996891021728516,0.0,0.04400992393493652,0.0
542,0.0,0.0,0.04601120948791504,0.0
543,0.0,0.0,0.04100823402404785,0.0
544,0.0010001659393310547,0.0,0.04901242256164551,0.0
